user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
4249,24,Male,Researcher,2.83,67,4.65,8.91,4.82,1,112,159,5.63
4250,30,Female,Freelancer,5.07,43,4.35,6.43,6.46,4,118,247,6.13
4251,22,Male,Teacher,3.44,37,5.63,9.18,3.97,3,15,65,3.71
4252,43,Female,Researcher,9.3,59,7.44,5.65,10.0,4,88,66,10.0
4253,20,Female,Researcher,5.96,115,8.57,4.4,8.11,0,61,78,7.79
4254,24,Male,Manager,6.21,26,5.6,7.11,7.09,2,20,88,6.78
4255,56,Female,Designer,1.07,90,6.66,9.12,2.08,1,3,241,2.0
4256,18,Male,Student,6.88,14,6.34,6.21,8.96,1,118,294,10.0
4257,34,Female,Freelancer,3.76,38,4.54,8.16,4.97,0,37,39,4.17
4258,42,Female,Software Engineer,5.62,37,7.8,6.94,6.12,3,23,277,6.18
4259,20,Male,Designer,5.78,53,6.6,7.77,6.76,3,69,69,5.27
4260,32,Female,Manager,6.33,62,8.59,5.53,6.84,3,104,261,5.45
4261,46,Male,Doctor,8.41,57,8.18,5.47,10.0,3,6,44,10.0
4262,49,Female,Designer,3.69,61,5.39,6.74,4.56,4,67,22,3.74
4263,43,Male,Researcher,3.31,77,5.56,6.06,7.24,0,35,132,7.57
4264,33,Female,Teacher,8.16,17,6.68,4.36,10.0,3,113,96,9.58
4265,42,Male,Freelancer,7.47,28,4.63,6.77,6.87,2,107,268,9.42
4266,45,Male,Researcher,3.03,70,5.26,8.17,4.05,0,30,154,4.91
4267,26,Female,Teacher,1.01,56,8.11,9.12,1.75,4,88,181,1.84
4268,18,Male,Doctor,6.99,101,4.77,5.66,8.77,2,13,49,9.17
4269,46,Male,Doctor,2.41,23,6.73,8.43,3.41,3,35,172,2.09
4270,39,Female,Doctor,9.61,37,5.97,4.61,10.0,2,63,86,10.0
4271,33,Female,Freelancer,6.44,5,5.0,7.33,6.33,1,115,111,5.93
4272,58,Female,Freelancer,8.65,19,8.85,5.66,8.91,2,106,201,10.0
4273,58,Male,Teacher,8.25,117,8.13,3.15,10.0,1,43,94,9.96
4274,24,Female,Researcher,6.02,41,5.33,6.79,7.04,4,117,76,6.22
4275,31,Male,Manager,4.95,99,7.93,6.72,7.44,4,68,216,8.95
4276,46,Female,Freelancer,5.47,73,4.03,5.49,7.22,0,75,292,6.58
4277,36,Female,Manager,8.23,21,5.39,5.4,9.48,2,67,46,8.39
4278,36,Female,Freelancer,6.76,32,4.54,7.61,7.43,3,29,92,7.65
4279,19,Male,Designer,2.85,86,6.12,6.83,5.0,1,114,116,4.68
4280,58,Female,Student,6.48,45,7.19,5.4,6.86,0,92,86,6.56
4281,32,Female,Student,4.64,113,4.86,7.36,5.97,1,28,47,4.73
4282,20,Female,Software Engineer,1.55,53,5.2,8.2,2.62,1,85,167,1.69
4283,28,Male,Teacher,4.43,104,5.96,6.81,5.09,2,99,50,4.74
4284,47,Female,Doctor,3.05,41,7.15,6.44,4.77,1,25,128,3.13
4285,57,Female,Manager,8.55,50,5.55,4.9,10.0,1,85,240,9.48
4286,35,Male,Freelancer,1.94,67,7.01,7.53,4.47,3,64,175,5.39
4287,19,Male,Designer,4.25,84,5.75,7.23,4.62,2,96,89,4.31
4288,49,Male,Manager,7.26,55,5.29,6.28,8.59,3,38,202,6.75
4289,25,Male,Teacher,9.08,76,8.28,3.04,10.0,0,98,261,10.0
4290,39,Male,Researcher,4.02,41,5.91,8.35,3.82,4,25,66,2.25
4291,23,Male,Software Engineer,6.46,12,8.59,7.19,7.46,1,96,175,8.03
4292,29,Female,Researcher,4.36,53,5.53,8.13,4.53,2,90,183,4.92
4293,57,Female,Manager,2.83,11,6.71,9.2,2.57,4,8,196,1.09
4294,53,Male,Student,3.93,87,4.27,7.7,5.56,1,71,200,5.11
4295,32,Female,Designer,6.72,34,7.4,4.83,9.0,1,41,254,10.0
4296,45,Female,Student,7.45,82,7.98,5.24,8.87,4,49,299,8.39
4297,35,Male,Researcher,4.34,8,8.86,9.43,4.97,0,45,62,3.44
4298,19,Male,Designer,2.37,12,8.18,8.37,4.28,3,66,267,5.29
4299,30,Female,Researcher,2.26,21,5.56,8.82,2.61,3,25,122,2.18
4300,32,Female,Doctor,8.31,39,6.78,5.38,9.33,4,71,266,10.0
4301,37,Female,Researcher,6.88,35,6.96,7.34,8.45,2,14,53,8.3
4302,46,Female,Designer,7.55,116,4.28,4.88,9.91,0,59,252,9.75
4303,59,Male,Freelancer,5.39,91,4.36,3.97,9.2,0,71,280,9.29
4304,46,Female,Doctor,5.12,40,5.63,6.41,8.41,4,1,169,8.54
4305,20,Male,Teacher,2.9,6,7.72,7.57,3.94,4,93,247,2.6
4306,36,Male,Researcher,2.52,93,5.43,7.18,4.73,3,43,20,3.39
4307,20,Male,Student,2.39,94,8.37,7.04,3.85,2,36,56,2.69
4308,31,Male,Designer,9.93,116,7.22,3.56,10.0,3,90,135,10.0
4309,57,Female,Designer,8.39,54,6.34,6.98,9.2,4,90,95,7.72
4310,21,Female,Software Engineer,6.64,74,6.7,4.92,9.85,4,117,38,9.17
4311,28,Other,Student,2.93,93,5.66,5.16,8.33,0,5,117,8.41
4312,48,Male,Teacher,4.04,78,8.87,6.72,7.08,2,72,195,6.23
4313,49,Other,Doctor,4.16,12,4.88,7.45,6.97,4,117,229,7.64
4314,44,Female,Teacher,5.3,98,8.3,4.92,10.0,0,92,48,9.88
4315,47,Male,Software Engineer,4.8,98,7.39,5.87,6.74,3,48,25,6.56
4316,19,Female,Teacher,9.41,19,7.56,3.58,10.0,3,56,291,10.0
4317,26,Female,Researcher,7.49,106,8.18,3.83,10.0,0,18,94,8.06
4318,45,Male,Doctor,1.73,57,4.68,7.17,3.28,1,87,178,1.97
4319,48,Female,Student,4.24,22,7.48,6.35,6.52,3,19,286,7.63
4320,51,Female,Manager,2.2,52,7.88,8.1,3.1,1,31,248,2.09
4321,32,Female,Software Engineer,3.51,36,8.92,7.28,4.18,0,62,221,3.18
4322,42,Female,Freelancer,9.63,19,7.74,5.82,10.0,2,53,137,10.0
4323,53,Male,Designer,7.35,119,8.76,4.83,9.21,4,109,85,8.04
4324,25,Female,Designer,1.07,18,8.25,9.53,1.0,3,57,108,1.0
4325,26,Female,Student,3.96,107,8.38,7.76,4.43,4,34,254,3.91
4326,54,Male,Researcher,4.95,17,8.58,6.85,7.08,1,50,264,7.82
4327,56,Male,Manager,6.42,67,6.66,7.0,8.99,3,3,261,9.74
4328,49,Female,Teacher,5.5,60,7.56,6.31,7.56,2,12,240,7.86
4329,34,Male,Freelancer,1.63,71,4.62,8.45,1.91,2,68,271,3.11
4330,52,Female,Freelancer,5.64,45,5.78,8.03,6.52,2,36,98,5.5
4331,54,Female,Designer,2.17,93,8.4,8.61,2.62,2,50,252,2.09
4332,36,Male,Software Engineer,5.67,47,8.89,6.24,7.74,4,62,117,9.93
4333,46,Male,Manager,3.21,19,4.56,8.6,4.73,4,57,287,5.38
4334,24,Male,Researcher,2.3,71,6.93,7.28,5.1,1,10,240,5.96
4335,45,Female,Doctor,3.59,68,7.67,7.58,2.68,4,15,25,3.56
4336,26,Female,Researcher,1.9,104,6.58,8.03,3.51,1,26,87,4.9
4337,45,Female,Freelancer,3.56,33,5.16,6.86,5.1,4,111,165,6.17
4338,23,Male,Teacher,8.8,103,4.21,3.65,10.0,1,18,146,9.52
4339,46,Female,Manager,3.76,6,8.76,9.88,1.51,0,25,295,1.0
4340,34,Female,Researcher,5.23,49,5.18,6.78,6.59,2,103,82,7.67
4341,33,Male,Freelancer,5.68,52,5.5,6.82,5.72,3,63,95,7.42
4342,40,Female,Researcher,2.6,85,7.21,7.41,5.06,4,34,28,6.13
4343,48,Male,Doctor,4.98,72,6.14,5.27,9.29,2,66,259,9.9
4344,20,Female,Manager,8.68,10,6.12,3.42,10.0,4,92,102,10.0
4345,38,Male,Manager,1.72,75,4.41,8.36,4.31,1,84,203,4.73
4346,43,Male,Teacher,9.31,7,8.96,3.71,10.0,4,95,281,8.79
4347,53,Female,Software Engineer,8.84,31,5.42,4.89,10.0,2,85,60,10.0
4348,59,Female,Doctor,8.7,62,4.55,5.12,10.0,2,67,199,10.0
4349,54,Male,Software Engineer,2.79,54,7.41,7.41,5.17,4,79,31,4.96
4350,39,Female,Researcher,5.36,58,7.76,5.5,8.94,3,64,143,9.06
4351,59,Female,Doctor,6.55,62,4.13,6.02,6.35,3,97,190,8.09
4352,29,Male,Freelancer,1.9,16,5.35,8.32,3.45,0,91,165,4.21
4353,59,Female,Freelancer,6.01,25,4.97,7.52,8.25,0,55,59,9.13
4354,30,Female,Teacher,8.56,50,7.94,4.83,10.0,0,74,121,9.38
4355,28,Female,Researcher,9.43,32,4.92,4.88,10.0,1,2,247,8.34
4356,33,Male,Software Engineer,3.5,25,5.18,8.99,2.94,3,109,185,3.77
4357,25,Female,Freelancer,3.6,21,8.93,7.57,2.98,0,40,25,1.84
4358,57,Female,Teacher,3.44,66,7.51,5.99,5.53,3,100,53,6.52
4359,57,Female,Manager,2.38,94,5.94,5.81,8.39,4,73,177,6.82
4360,19,Male,Manager,4.88,77,7.77,6.52,9.3,4,79,176,9.92
4361,47,Female,Teacher,8.06,81,6.33,4.82,10.0,4,27,48,10.0
4362,47,Male,Researcher,7.41,97,5.06,4.89,10.0,2,28,226,10.0
4363,29,Female,Doctor,9.1,103,6.44,4.51,10.0,3,51,74,9.89
4364,27,Other,Freelancer,4.2,62,7.86,6.75,6.13,4,85,196,7.45
4365,28,Male,Manager,6.15,16,4.89,8.99,5.76,0,8,174,5.36
4366,32,Male,Doctor,7.9,40,6.43,6.04,10.0,4,47,21,9.59
4367,33,Female,Software Engineer,9.08,75,4.6,3.99,10.0,3,101,136,10.0
4368,34,Female,Designer,8.85,38,8.21,3.41,10.0,1,75,286,8.83
4369,43,Male,Manager,5.19,32,8.09,6.14,7.24,4,27,121,6.62
4370,19,Female,Manager,9.16,31,7.37,6.15,9.25,2,68,203,8.8
4371,29,Female,Student,5.0,20,8.6,8.58,5.7,2,18,259,6.13
4372,43,Female,Researcher,9.13,52,6.0,5.72,10.0,3,61,214,10.0
4373,40,Female,Doctor,7.99,63,4.66,4.16,10.0,3,114,62,9.05
4374,35,Male,Researcher,2.99,77,8.88,7.32,2.75,0,11,219,2.55
4375,49,Female,Teacher,9.37,65,6.57,4.72,8.76,0,75,170,9.07
4376,55,Male,Student,3.18,48,6.38,8.98,3.43,2,54,113,3.89
4377,20,Male,Software Engineer,9.18,70,4.32,4.49,10.0,4,53,108,10.0
4378,55,Male,Student,6.54,78,6.85,4.97,10.0,0,110,168,10.0
4379,20,Female,Student,7.01,30,7.22,4.97,9.48,0,64,184,9.05
4380,47,Female,Designer,1.98,91,6.37,8.1,4.63,0,61,150,4.35
4381,18,Male,Designer,1.59,40,8.55,6.56,3.74,0,65,107,4.29
4382,47,Female,Student,9.72,71,7.71,4.01,10.0,0,115,41,10.0
4383,49,Female,Designer,4.03,70,4.19,8.04,4.13,4,54,205,4.53
4384,45,Female,Freelancer,8.6,35,6.71,5.63,9.91,1,27,23,10.0
4385,38,Female,Designer,7.34,73,8.97,5.64,6.45,0,18,292,7.4
4386,30,Male,Student,6.44,38,5.0,5.05,8.0,3,30,251,8.42
4387,44,Male,Doctor,7.17,110,7.09,3.25,10.0,1,9,273,9.37
4388,53,Female,Designer,1.8,93,5.37,7.27,3.46,2,0,194,3.68
4389,24,Female,Student,4.71,108,5.86,4.98,8.98,4,111,204,9.63
4390,39,Male,Researcher,6.46,103,4.17,4.83,8.48,0,47,259,9.36
4391,27,Female,Doctor,8.81,40,7.44,5.61,10.0,2,75,281,10.0
4392,56,Female,Researcher,7.43,40,7.83,6.07,7.1,1,31,92,8.08
4393,32,Female,Manager,3.28,4,7.86,7.96,4.78,1,58,114,4.7
4394,32,Male,Designer,9.86,84,8.85,3.44,10.0,4,63,50,8.64
4395,21,Female,Student,6.79,5,8.19,6.06,7.43,4,12,215,7.32
4396,49,Female,Designer,5.51,61,5.04,6.7,7.97,0,87,111,5.65
4397,40,Male,Doctor,8.03,15,5.15,8.29,8.79,3,29,42,9.25
4398,23,Male,Freelancer,6.42,79,7.84,4.82,10.0,4,44,150,9.09
4399,41,Male,Student,7.39,87,7.88,4.08,10.0,1,41,253,8.26
4400,37,Female,Doctor,6.55,109,4.62,5.06,10.0,2,48,279,8.63
4401,54,Male,Researcher,2.61,18,4.03,7.37,4.9,2,69,61,5.33
4402,37,Male,Researcher,5.89,82,6.01,6.23,7.54,2,93,209,6.4
4403,29,Male,Manager,3.55,111,7.47,8.67,2.45,4,98,146,1.84
4404,50,Male,Researcher,6.13,36,8.33,8.39,4.7,0,62,141,4.93
4405,45,Male,Teacher,2.13,63,4.83,7.46,4.89,1,52,188,3.95
4406,25,Female,Software Engineer,3.09,58,8.08,6.55,4.97,4,100,197,5.24
4407,18,Female,Researcher,8.28,96,7.42,5.28,9.11,4,91,32,10.0
4408,54,Female,Freelancer,4.65,68,4.83,7.33,6.25,3,31,261,6.01
4409,39,Male,Teacher,7.06,72,8.37,5.75,8.78,2,104,153,8.9
4410,23,Male,Designer,5.48,84,8.66,5.71,7.8,1,36,167,9.6
4411,38,Male,Doctor,4.07,6,5.33,8.4,3.57,2,48,35,3.89
4412,49,Male,Researcher,5.46,41,4.74,6.35,4.72,0,4,278,5.05
4413,52,Male,Student,8.32,24,8.84,6.1,8.28,0,87,170,10.0
4414,32,Male,Freelancer,3.53,55,4.11,7.66,3.07,4,68,266,3.17
4415,22,Other,Doctor,4.79,46,8.74,6.75,7.38,0,60,182,7.48
4416,23,Male,Designer,2.82,84,5.08,7.99,6.09,1,31,108,6.98
4417,42,Female,Student,4.16,107,6.19,4.94,7.66,4,17,185,7.32
4418,57,Male,Freelancer,8.97,76,5.54,5.08,8.01,1,56,113,6.96
4419,46,Male,Teacher,8.07,49,4.77,6.06,9.4,2,94,249,6.64
4420,24,Female,Researcher,4.36,84,5.76,5.59,8.78,0,65,26,10.0
4421,57,Male,Doctor,2.19,73,6.7,6.79,4.74,0,34,288,3.97
4422,30,Male,Software Engineer,4.78,87,4.47,4.43,9.32,4,90,58,9.06
4423,55,Other,Freelancer,7.95,90,8.05,5.4,10.0,2,27,36,8.3
4424,35,Female,Manager,1.39,32,8.0,8.83,1.94,0,75,198,2.48
4425,19,Male,Manager,7.71,25,7.99,4.71,10.0,0,1,175,10.0
4426,25,Male,Designer,7.12,99,7.43,5.82,8.06,1,6,215,9.84
4427,28,Female,Designer,1.58,16,6.28,8.53,2.52,0,19,105,3.74
4428,50,Female,Doctor,6.72,20,8.17,5.59,8.92,4,112,151,8.97
4429,55,Male,Teacher,3.69,108,8.26,7.57,2.74,1,65,185,4.31
4430,44,Male,Teacher,2.6,1,5.43,7.81,3.79,1,9,109,3.42
4431,37,Female,Software Engineer,4.46,78,6.4,6.38,5.64,4,49,278,6.19
4432,29,Male,Software Engineer,2.85,43,5.01,7.56,2.1,4,12,265,2.01
4433,48,Male,Doctor,8.42,65,5.28,4.47,10.0,2,79,117,10.0
4434,44,Female,Student,7.68,70,5.19,4.31,9.48,4,105,40,8.76
4435,49,Male,Teacher,9.83,35,8.13,5.45,10.0,2,47,290,7.49
4436,27,Female,Freelancer,5.81,45,5.25,6.18,7.76,3,91,258,9.35
4437,20,Female,Freelancer,1.8,49,6.73,7.89,3.71,3,92,121,2.05
4438,44,Female,Freelancer,4.31,106,7.14,6.02,8.46,0,74,130,9.34
4439,52,Male,Student,8.55,95,7.72,3.47,9.47,3,15,241,10.0
4440,48,Male,Researcher,4.57,66,4.15,7.23,5.7,1,7,234,4.94
4441,32,Male,Researcher,5.1,2,6.38,7.15,7.54,1,44,66,8.11
4442,33,Male,Student,4.71,113,5.46,6.85,5.76,0,20,58,5.81
4443,30,Female,Doctor,3.12,118,8.17,8.56,3.75,3,118,57,3.75
4444,52,Male,Researcher,1.66,32,4.18,7.78,2.86,3,5,52,3.19
4445,28,Male,Software Engineer,2.63,44,5.03,5.84,4.86,1,43,100,6.41
4446,38,Male,Student,4.28,24,5.58,7.3,7.43,2,59,259,6.75
4447,28,Male,Doctor,3.21,36,4.39,6.98,5.23,0,74,121,6.96
4448,47,Female,Software Engineer,6.15,35,5.98,5.45,9.27,0,25,294,9.41
4449,52,Female,Student,6.53,34,7.72,5.54,10.0,4,11,201,9.33
4450,39,Female,Student,6.13,18,5.06,6.96,7.65,4,1,267,5.37
4451,55,Female,Freelancer,1.76,44,7.77,6.35,5.88,3,83,87,6.11
4452,48,Female,Software Engineer,7.0,111,6.65,5.69,9.36,0,38,283,8.73
4453,31,Male,Manager,4.46,82,5.72,7.74,5.94,4,110,151,5.5
4454,41,Male,Software Engineer,8.9,96,5.84,3.04,10.0,4,91,221,10.0
4455,49,Female,Designer,5.73,17,4.58,6.03,7.97,0,38,232,7.2
4456,53,Male,Freelancer,1.76,26,5.25,8.69,2.05,0,70,69,2.19
4457,49,Male,Designer,1.08,93,7.66,7.66,3.14,2,79,234,2.98
4458,32,Other,Doctor,7.32,30,8.31,5.8,7.01,2,12,133,8.44
4459,52,Male,Doctor,4.6,38,5.33,7.05,6.01,1,28,99,6.28
4460,20,Female,Researcher,3.59,66,6.94,6.39,6.24,1,109,205,6.56
4461,33,Female,Teacher,5.02,21,4.17,7.03,5.74,2,21,218,5.28
4462,22,Male,Designer,1.65,51,4.39,7.51,4.12,3,47,284,4.21
4463,38,Male,Software Engineer,4.53,9,8.82,8.11,4.57,2,37,252,6.02
4464,27,Female,Researcher,3.83,116,8.48,5.61,7.3,2,99,48,7.81
4465,36,Male,Researcher,8.2,7,4.41,4.42,10.0,2,65,202,10.0
4466,42,Male,Designer,2.57,33,8.11,6.67,4.16,3,55,88,5.45
4467,21,Female,Manager,7.81,105,4.51,4.37,9.99,3,99,21,10.0
4468,46,Male,Freelancer,5.5,52,8.14,6.31,8.43,1,77,124,10.0
4469,36,Male,Researcher,1.74,17,8.57,8.1,2.28,4,27,248,1.54
4470,19,Male,Researcher,9.73,11,4.77,5.81,10.0,3,12,140,10.0
4471,27,Female,Doctor,7.61,109,4.74,5.93,8.87,0,113,283,10.0
4472,42,Male,Manager,3.34,63,8.63,8.51,1.22,2,67,44,1.0
4473,37,Male,Doctor,6.24,56,5.51,7.39,6.63,2,79,41,7.12
4474,36,Male,Manager,9.1,95,6.36,4.81,10.0,0,1,255,9.39
4475,40,Male,Researcher,9.38,1,5.52,5.98,10.0,2,43,64,10.0
4476,41,Female,Doctor,7.58,16,7.75,6.7,9.16,1,48,278,9.74
4477,28,Female,Software Engineer,7.55,51,5.06,6.05,8.03,4,109,285,8.96
4478,51,Male,Manager,3.5,75,6.47,7.11,4.64,0,98,131,3.98
4479,45,Male,Freelancer,9.91,70,8.25,4.2,10.0,1,19,226,9.76
4480,22,Male,Student,3.19,78,8.71,7.33,4.87,1,17,68,2.63
4481,22,Female,Doctor,1.8,1,5.76,10.0,1.04,1,7,296,1.0
4482,38,Male,Researcher,9.8,26,4.57,4.74,10.0,4,22,102,10.0
4483,29,Male,Designer,2.38,25,8.05,8.52,3.33,1,117,80,3.76
4484,21,Other,Student,5.69,24,4.55,7.87,6.12,3,108,184,4.77
4485,59,Male,Designer,5.21,11,7.9,7.59,5.32,4,46,27,5.46
4486,37,Other,Researcher,8.63,16,7.44,6.05,10.0,3,50,36,10.0
4487,55,Male,Doctor,4.57,64,6.89,6.78,6.82,1,86,104,8.77
4488,42,Male,Researcher,5.52,94,8.7,5.75,8.34,4,24,63,9.79
4489,31,Female,Software Engineer,1.39,39,5.61,9.6,1.17,3,104,126,2.55
4490,28,Male,Freelancer,2.87,4,4.47,6.8,6.3,3,99,283,5.88
4491,49,Male,Freelancer,8.5,91,8.91,4.46,10.0,2,2,158,9.2
4492,28,Male,Student,5.31,27,6.21,5.14,8.59,2,81,270,9.2
4493,35,Other,Student,3.08,71,6.17,5.59,4.97,2,28,290,3.98
4494,44,Male,Doctor,4.32,117,4.45,3.66,10.0,4,114,232,9.69
4495,35,Female,Freelancer,3.57,51,7.72,7.9,6.92,3,117,259,7.65
4496,40,Female,Freelancer,6.01,13,7.6,5.54,8.01,0,23,133,8.31
4497,28,Female,Manager,1.46,5,4.73,8.53,1.98,4,92,162,1.0
4498,38,Female,Doctor,3.02,17,5.17,9.05,2.49,1,117,138,2.97
4499,22,Male,Doctor,4.19,36,4.08,6.95,5.5,0,75,175,4.63
4500,40,Male,Freelancer,9.35,73,8.45,3.56,10.0,1,104,282,9.19
4501,58,Male,Teacher,6.61,63,5.22,6.81,9.35,4,32,206,8.33
4502,42,Male,Software Engineer,5.54,110,8.64,5.82,8.62,2,12,63,7.98
4503,58,Male,Manager,2.72,98,6.86,6.59,5.41,4,13,86,3.98
4504,27,Male,Researcher,6.02,34,6.13,6.75,8.07,1,33,150,8.45
4505,39,Female,Software Engineer,9.36,16,4.04,3.88,10.0,2,25,227,8.46
4506,36,Female,Freelancer,6.1,109,4.46,4.5,8.66,4,54,278,9.1
4507,18,Male,Doctor,2.48,90,4.79,8.74,2.73,2,53,71,3.45
4508,24,Male,Teacher,9.97,87,4.53,2.23,10.0,4,7,131,10.0
4509,21,Male,Researcher,5.49,9,5.28,6.41,7.91,3,91,121,8.1
4510,18,Male,Researcher,3.88,50,4.77,6.83,6.35,1,101,97,5.12
4511,32,Male,Freelancer,5.53,111,7.32,4.75,8.94,3,6,266,10.0
4512,57,Female,Doctor,3.37,80,5.49,7.33,2.97,1,51,48,2.53
4513,29,Male,Doctor,1.27,51,7.59,8.66,1.0,3,92,99,1.1
4514,39,Male,Software Engineer,9.01,108,4.68,4.23,10.0,4,92,141,9.77
4515,39,Male,Freelancer,4.86,63,5.05,7.17,7.14,4,93,41,8.35
4516,34,Other,Teacher,7.78,32,7.94,6.11,9.12,1,61,252,9.74
4517,46,Female,Software Engineer,9.74,96,7.17,4.9,10.0,1,106,234,7.99
4518,31,Female,Doctor,6.69,16,4.48,7.36,6.44,4,56,43,8.32
4519,37,Male,Designer,7.22,81,8.8,4.81,9.79,3,105,287,10.0
4520,50,Male,Student,9.49,48,7.81,5.89,10.0,4,108,256,9.65
4521,32,Male,Freelancer,5.65,107,6.76,4.79,8.94,2,31,200,8.93
4522,29,Male,Manager,3.88,101,5.71,5.93,6.82,1,82,199,7.8
4523,57,Female,Doctor,9.29,6,4.47,5.34,8.55,2,53,233,8.94
4524,37,Male,Manager,1.62,112,5.79,8.15,1.71,1,113,102,2.15
4525,47,Male,Researcher,2.93,89,5.62,7.34,5.43,0,69,63,5.92
4526,55,Female,Teacher,4.07,111,4.39,5.96,6.84,4,42,174,7.92
4527,20,Male,Freelancer,8.04,64,7.92,4.77,10.0,1,105,97,10.0
4528,45,Female,Designer,9.14,61,6.08,5.56,9.65,2,107,79,9.9
4529,43,Male,Manager,5.07,74,8.45,6.17,6.45,1,40,48,5.92
4530,47,Male,Freelancer,3.58,9,4.79,8.78,3.33,4,37,278,4.33
4531,30,Male,Manager,4.18,30,5.59,5.17,7.13,3,70,241,6.91
4532,30,Female,Teacher,6.91,24,5.4,4.29,10.0,3,17,255,9.77
4533,19,Male,Doctor,2.42,56,8.33,9.14,3.55,4,94,180,3.98
4534,54,Male,Doctor,5.93,64,6.54,3.57,10.0,1,68,109,10.0
4535,55,Male,Student,6.3,42,4.71,4.32,8.66,2,59,99,8.88
4536,19,Female,Teacher,7.37,119,5.79,4.33,10.0,1,69,152,10.0
4537,53,Female,Designer,6.44,2,8.72,7.63,8.18,3,82,114,8.0
4538,43,Male,Student,1.87,54,6.76,5.98,5.45,2,41,183,3.6
4539,28,Male,Freelancer,7.2,47,4.18,5.58,10.0,2,35,135,10.0
4540,25,Female,Teacher,1.2,64,4.29,9.1,3.07,2,77,62,2.79
4541,57,Female,Doctor,4.51,70,5.18,6.04,7.2,4,73,237,6.96
4542,39,Female,Student,4.75,106,7.11,5.57,6.94,0,47,177,4.8
4543,37,Male,Doctor,2.05,112,5.23,7.9,3.81,3,103,158,2.67
4544,25,Male,Software Engineer,1.09,114,8.25,7.74,1.57,2,27,237,1.0
4545,46,Female,Software Engineer,1.64,59,7.15,8.09,3.23,2,50,206,3.28
4546,57,Female,Student,5.02,13,5.5,6.46,7.36,4,39,256,8.23
4547,43,Female,Student,3.16,86,5.97,6.28,3.66,4,9,41,4.95
4548,47,Male,Teacher,1.62,111,5.88,7.63,1.43,1,20,174,2.31
4549,34,Female,Freelancer,3.31,80,5.57,6.7,6.3,0,2,163,5.82
4550,37,Female,Designer,5.76,13,7.15,5.95,6.17,2,11,201,6.56
4551,33,Female,Designer,7.68,8,5.01,4.85,9.11,0,68,155,8.98
4552,24,Male,Software Engineer,4.71,84,5.46,4.01,9.49,4,25,133,9.12
4553,33,Female,Researcher,6.52,44,4.43,5.3,8.05,1,26,29,8.31
4554,44,Female,Software Engineer,6.37,1,5.88,6.78,7.43,0,9,179,6.97
4555,40,Female,Software Engineer,9.07,115,4.32,4.78,10.0,2,113,61,10.0
4556,41,Female,Doctor,2.61,31,4.09,9.04,3.33,1,37,292,4.41
4557,26,Other,Designer,5.29,7,7.23,6.86,7.48,2,76,291,6.19
4558,52,Other,Student,6.69,35,4.81,5.58,9.24,2,89,182,8.22
4559,37,Male,Software Engineer,5.68,89,4.18,5.06,9.83,0,47,286,10.0
4560,54,Female,Manager,5.05,36,4.34,5.25,7.5,3,26,29,7.55
4561,59,Female,Researcher,9.76,14,5.0,3.58,10.0,3,116,175,10.0
4562,34,Male,Teacher,9.48,33,7.6,4.27,10.0,2,63,255,9.54
4563,48,Male,Freelancer,6.5,20,4.06,6.22,5.81,0,104,164,5.1
4564,25,Male,Student,4.96,86,7.63,5.68,7.63,2,46,257,6.94
4565,32,Female,Freelancer,7.8,8,6.99,4.81,10.0,1,7,121,9.63
4566,48,Male,Student,5.62,39,6.57,6.03,8.01,4,86,163,7.68
4567,47,Female,Student,9.96,25,8.55,3.63,10.0,4,103,104,9.73
4568,37,Female,Designer,7.17,106,8.15,5.87,8.73,3,63,72,8.33
4569,56,Female,Researcher,1.61,21,6.09,9.6,2.35,4,117,255,1.77
4570,29,Male,Software Engineer,4.62,12,4.03,7.3,5.05,3,84,279,4.39
4571,34,Male,Teacher,7.57,24,7.55,6.98,8.31,3,55,258,9.56
4572,59,Male,Researcher,8.58,70,4.24,4.94,10.0,1,64,24,10.0
4573,47,Male,Freelancer,8.32,114,5.39,4.11,10.0,1,1,122,10.0
4574,46,Female,Doctor,9.8,90,6.47,3.67,10.0,3,88,103,10.0
4575,36,Female,Teacher,5.4,14,4.5,5.51,6.79,4,118,93,7.48
4576,28,Male,Teacher,2.26,75,7.4,8.06,4.83,4,39,204,4.39
4577,51,Female,Manager,6.87,44,5.61,6.75,9.77,3,11,157,10.0
4578,24,Male,Teacher,1.64,96,5.81,8.14,4.93,2,43,202,5.08
4579,51,Male,Doctor,9.76,20,7.24,4.88,10.0,2,36,141,10.0
4580,37,Female,Teacher,7.83,88,5.99,4.99,7.36,1,79,165,7.99
4581,55,Male,Manager,9.84,39,5.12,4.99,10.0,1,11,84,9.29
4582,41,Female,Teacher,4.4,46,4.88,7.89,6.55,4,11,56,6.99
4583,27,Female,Researcher,1.14,85,7.62,8.5,2.29,4,70,275,1.0
4584,49,Female,Freelancer,5.69,60,7.75,7.54,6.52,4,101,256,6.22
4585,32,Male,Software Engineer,2.09,13,4.98,8.24,3.05,3,72,58,4.59
4586,54,Male,Manager,7.12,71,5.6,5.0,9.86,1,89,204,10.0
4587,37,Male,Software Engineer,5.48,87,8.78,6.61,6.04,1,37,99,4.21
